ID,Title,Delivery Team,PreConditions,Section,Section Hierarchy,Steps (Expected Result),Steps (Step),Tags,Type,Can be automated on Printers,Can be automated on Simulators,Cannot be automated,Need Information,Dependencies,Comments,
C51478209,LPD_006_Printer reboot after installation,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"Printer should print all the print jobs properly.

Printer should print all the print jobs properly after reboot","Add a printer
Reboot printer
send Print jobs 
Expected Result:
Printer should print all the print jobs properly.


Add a printer give print reboot Expected Result: Printer should print all the print jobs properly after reboot","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478349,TestCase_2_Windows_LPD_with error condtions,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"1.Printer should be installed successfully
2.No toner/Ink or UserIntervention needed message should be seen on the spooler,ews,and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
1.Printer should be installed successfully
2.Door open/UserIntervention needed message should be seen on the spooler,EWS and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
1.Printer should be installed successfully
2.Out of paper/UserIntervention needed message should be seen on the spooler,ews and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
1.Printer should be installed successfully
2.Paper jam/UserIntervention needed message should be seen on the spoole,EWS and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
	
1.Printer should be installed successfully
Incompatible cartridge error/UserIntervention needed message should be seen on the spoole,EWS and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue","1.Install the driver using  LPD
2.Remove any one of the cartridge
3.Print any job
4.Insert cartridge
1.Install the driver using  LPD
2.Do a door open.
3.Print any job
4.Close the door
1.Install the driver using  LPD
2.Open the input tray and send a print job.
3.Print any job
4.Close the tray
1.Install the driver using  LPD
2.Create a paper jam(by inserting a paper near the cartridge or inside the printer hardware) and send a print job.
3.Print any job
4.Claer the paper jam
1.Install driver using LPD
2.Insert incompatible cartridge into printer and close the door.
3.Print any job
4.Claer the Incompatible cartridge","OSV_FWQA, Dune_Specific",Manual,,,Cannot be automated,,Requires manual interaction for Remove or insert cartridge,,
C51574537,0005-MultipleProtocolStarvation-05_LPR,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,,"Protocol: LPR

Steps:
1. Use a print client system for each of the protocol supported.
2. Configure all print clients to print to the same printer.
3. Send the print jobs in the sequence stated.

Expected Behavior:
1. Printer should print a group of 40 complete print jobs from given protocols
2. All printed jobs from different protocols should be stack among one another",Dune_Specific,Manual,,Yes,Cannot be automated,,,"Media, manual intervnetion required",
C51574539,QM-05-Protocol testing_LPR-TC01,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"Note: State down time to print in seconds in the remarks column.

Expected Behavior:

1. Print job should be able to complete without issues like network timeout.

2. Printing time should not be longer than threshold timing.","Preconditions:

Make sure printer is connected to the main network.

Make sure printer is in ""Quiet Mode""

Steps:

1. Connect printer to the main network.

2. Install printer via listed protocol.

3. Send a print job while printer is in ""Quiet Mode"".

4. Take note of the time taken to finish the print job.",Dune_Specific,Manual,,,Cannot be automated,,,Quiet mode,
C51574540,05 JobCancelling-LPR,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,,"LPR

Steps:
1. Install printer via the protocol listed above.
1. Send 7 job to the printer.
2. While second jobs starts to print, cancel it from spooler and let third job print
3. Cancel 4th job from spooler and let 5th job print.
4. Cancel 6th job from front panel and let last job print.

Expected Behaviour:
1. Able to cancel print jobs from both Control panel and Spooler.
2. Printer should send 4 completed print jobs by the end of each test",Dune_Specific,Manual,,,Cannot be automated,,Control panel ,,
C51574542,04 LPR_USB and USB_LPR,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"Expected Behavior:
1. Time took to process the next job must be less than 3 - 5mins.  Any time longer than that must be highlighted
Expected Behavior:
1. Time took to process the next job must be less than 3 - 5mins. Any time longer than that must be highlighted
2. USB should resume prinitng after usb cable is re-connected","System A: LPR
System B: USB

Scenario 1:
1. System B is connected to printer via USB port, System A is connected to printer
    via network
2. Send a print job from System A
3. While printer is processing print job A, send another print job
    from System B (USB).
4. Once printer start printing from A, Disconnect the network 
    cable that is connected to the printer.
5. Start timing until printer starts processing print job B (USB). 
6. After job B is printed, Reconnect network cable and make sure that job A will print.


0008-HoseBreak-EIO&USB-08_USB_LPR-08
System A: USB
System B: LPR

Scenario 2:
1. System A is connected to printer via USB port, System B is connected to printer
via network.
2. Send a print job from System A (USB).
3. While printer is processing print job A (USB), send another print job from
System B.
4. Once printer start printing from A (USB), Disconnect the USB cable that is
connected to the printer.
5. Start timing until printer starts processing print job B.
6. After B is printed, Re-connect USB and confirm A will print",Dune_Specific,Manual,,,Cannot be automated,,USB,,
C51574544,04 HoseBreakRecovery_LPR,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"Expected Behaviour:
For USB:
1. Time took to process the next job must be less than 3 - 5mins.  Any time longer than that must
    be highlighted
2. Printer will sent 5 complete print jobs 

FOR TCP/IP: 
1. TCP/IP changed behviour
    a. Able to resume printing for Driver Beta8 onwards for Esaki and Merlot Projects 
    b. Previously wasn't able to resume printing due to Defect 260420
Expected Behaviour:
For USB:
1. Time took to process the next job must be less than 3 - 5mins. Any time longer than that must
be highlighted
2. Printer will sent 5 complete print jobs

FOR TCP/IP:
1. TCP/IP changed behviour
a. Able to resume printing for Driver Beta8 onwards for Esaki and Merlot Projects
b. Previously wasn't able to resume printing due to Defect 260420
Expected Behaviour:
For USB:
1. Time took to process the next job must be less than 3 - 5mins. Any time longer than that must
be highlighted
2. Printer will sent 5 complete print jobs

FOR TCP/IP:
1. TCP/IP changed behviour
a. Able to resume printing for Driver Beta8 onwards for Esaki and Merlot Projects
b. Previously wasn't able to resume printing due to Defect 260420
Expected Behaviour:
For USB:
1. Time took to process the next job must be less than 3 - 5mins. Any time longer than that must
be highlighted
2. Printer will sent 5 complete print jobs

FOR TCP/IP:
1. TCP/IP changed behviour
a. Able to resume printing for Driver Beta8 onwards for Esaki and Merlot Projects
b. Previously wasn't able to resume printing due to Defect 260420","Protocol: LPR
Time: 30sec
Printer Link Speed: 100Mbps-Half
Steps:
1. Send 5 jobs to the printer.
2. While 2nd job starts to print 1st pg, disconnect network/usb cable from printer. 
    (Once printer suck paper for the 2nd print job)
3. Wait for 30sec/2mins, then connect back cable.

Note: Access EWS to change link speed for the printer.


1114 HoseBreakRecovery-28
Protocol: LPR
Time: 2mins
Printer Link Speed: 100Mbps-Half
Steps:
1. Send 5 jobs to the printer.
2. While 2nd job starts to print 1st pg, disconnect network/usb cable from printer.
(Once printer suck paper for the 2nd print job)
3. Wait for 30sec/2mins, then connect back cable.

Note: Access EWS to change link speed for the printer.


1114 HoseBreakRecovery-31
Protocol: LPR
Time: 30sec
Printer Link Speed: 10Mbps-Half
Steps:
1. Send 5 jobs to the printer.
2. While 2nd job starts to print 1st pg, disconnect network/usb cable from printer.
(Once printer suck paper for the 2nd print job)
3. Wait for 30sec/2mins, then connect back cable.

Note: Access EWS to change link speed for the printer.


1114 HoseBreakRecovery-32
Protocol: LPR
Time: 2mins
Printer Link Speed: 10Mbps-Half
Steps:
1. Send 5 jobs to the printer.
2. While 2nd job starts to print 1st pg, disconnect network/usb cable from printer.
(Once printer suck paper for the 2nd print job)
3. Wait for 30sec/2mins, then connect back cable.

Note: Access EWS to change link speed for the printer.",Dune_Specific,Manual,,,Cannot be automated,,USB,,
C51574546,05 PowerCycleRecovery-LPR,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,,"LPR

Steps:
1. Install printer via the protocol listed above.
2. Send 5 job to the printer.
3. While the 2nd print job is in the middle of processing, power cycle printer.

Expected Behaviour:
1. Printer should sent only 4 completed print jobs
2. The 2nd Print jobs will be cancelled",Dune_Specific,Manual,,,Cannot be automated,,,during power cycle device may go to jam state,
C51574548,"1100 ProtocolStarvation-65_LPR_TCP,Apple,USB,WSD,2k8_IPRINT,iPhone,WDP",Workstream: Connectivity,"Test it with Karnak driver, do not test it with SUPD driver since SUPD driver does not support LPR.

LPR/LPD is disabled bvy default for DUNE, need to enable it from EWS",LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves 
    (eg. AABAAA )
2. System B should never be the first or the last to print
    (eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)
Expected Behaviour:
1. Jobs Sent from System A & B should stack among themselves
(eg. AABAAA )
2. System B should never be the first or the last to print
(eg.BAAAAA or AAAAAB)","System A: LPR
System B: TCP
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-66_LPR_USB
System A: LPR
System B: USB
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-67_LPR_Apple
System A: LPR
System B: Apple TCP
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-68_LPR_WSD
System A: LPR
System B: WSD
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-69_LPR_WDp
System A: LPR
System B: Direct Print
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-70_LPR_iPrint
System A: LPR
System B: IPRINT
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-71_LPR_iPhone
System A: LPR
System B: iPhone
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.


1100 ProtocolStarvation-72_LPR_2k8
System A: LPR
System B: 2K3
Steps:
1. Send 2 jobs from System A.
2. When printer starts processing, send 1 job from System B
3. Followed by 3 more jobs from System A.","OSV-FWQA,Dune_Specific",Manual,,,Cannot be automated,,"Apple, Iphone",,
C51563500,Deletion of printer from the printer folder,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. - The printer should be deleted successfully.  The 
printer should be removed from the list of printers 
in the printer tab.

- In the network trace you should see the 
unsubscribe requests from the Vista client.","1. - From the start menu, choose Control Panel -> Printers.

- Choose the printer to be deleted and delete it.
Expected Result:
- The printer should be deleted successfully.  The 
printer should be removed from the list of printers 
in the printer tab.

- In the network trace you should see the 
unsubscribe requests from the Vista client.","OSV-FWQA, Dune-Ares2.0",Manual,,Yes,Cannot be automated,,,front panel,
C51563501,Verify  printer behavior when used more than 1 client,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. 1.Printer should not crash and all the print jobs should be printed successfully
2. 1.The jobs from client1 should be printed successfully. 
2.The printer should be installed successfully in client2
3. 1.The printer should print the jobs successfully from client2 and should be cleared from the queue.
4. 1.Print Jobs from all the supported applications should get printed successfully from both the clients.
5. 1.The jobs from client1 should be printed successfully.
2.The printer should be uninstalled successfully in client2","1. 1.Install WS-Printer in 4 different clients. 
2.Send print jobs from all the clients simultaneously.
Expected Result:
1.Printer should not crash and all the print jobs should be printed successfully
2. 1.Install a printer in client1.
2.Send multiple jobs in client1.
3.During the printing process, install the printer in client2
Expected Result:
1.The jobs from client1 should be printed successfully. 
2.The printer should be installed successfully in client2
3. 1.Install a printer in client 1 and client 2.
2.Shutdown client 1
3.Send  print jobs from client 2.
Expected Result:
1.The printer should print the jobs successfully from client2 and should be cleared from the queue.
4. 1.Install printer in 2 different clients.
2.Give print jobs from  different supported applications like .word,.xls,.ppt,.jiff,.bmp,.txt etc).
3.Give a print job using different file formats (PCL, PS etc)
Expected Result:
1.Print Jobs from all the supported applications should get printed successfully from both the clients.
5. 1.Install a printer in client1 and client2.
2.Send multiple jobs in client 1.
3.During the printing process, uninstall the printer in client2.
Expected Result:
1.The jobs from client1 should be printed successfully.
2.The printer should be uninstalled successfully in client2","OSV-FWQA, Dune-Ares2.0",Manual,,,Cannot be automated,,Multiple clients,,
C51563503,Verify print experience while switching between print protocols installed using Wi-Fi Direct method,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. The printer should be installed successfully in 
Win10 client
2. Print Jobs are printed successfully.
3. 1. Printer protocol switched successfully 
2. Print Jobs are printed successfully","1. Pre-requisite: Wi-Fi Direct is ON in the printer
Install steps: 
1.In Windows10 client click on 'Add a printer' under 'Device and Printers'
2.From the discovery list select Wi-Fi Direct printer which under test (Example: HP 
OfficeJetPro xxx).
3. Select Next and wait till printer installed successfully.
Expected Result:
The printer should be installed successfully in 
Win10 client
2. Make sure by default printer used WS print protocol in the installed driver from step1
print few documents
Expected Result:
Print Jobs are printed successfully.
3. 1. Now change print protocol to P9100 from the driver 'Printer Properties' by adding new port 
using IP
2. Once switched protocol from WS print to P9100, print few ducuments
Expected Result:
1. Printer protocol switched successfully 
2. Print Jobs are printed successfully","OSV-FWQA, Dune-Ares2.0",Manual,Yes,Yes,,,". we have a dedicated test printer that supports WS Print and P9100 protocols?
. Windows 10 test system available
. Windows system to the printer?s Wi?Fi Direct network",WI-FI Direct name,Pre req-WIFI need to be entered
C51563504,Verify that printer  installation is successful.,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. 1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully 
Test Page should reflect:Port name is reflected as WSD and Comment is shown as ""This is a web services printer""and the job removed from the print queue. 
3.In wireshark capture,Subscribed packets should be seen for all supported events.
2. 1. The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue.  
3.In wireshark capture,Subscribed packets should be seen for all supported events.
3. 1. The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job should be removed from the print queue.
3.In wireshark capture,Subscribed packets should be seen for all supported events.
4. 1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue.
3.In wireshark capture,Subscribed packets should be seen for all supported events.
5. 1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue.
3.In wireshark capture,Subscribed packets should be seen for all supported events.","1. 1.Start the wireshark capture.
2.Open the network explorer page.
3.Connect client in one network(eg.192.168.3.x) and printer in different subnet(eg.10.60.3.x).
4.From the start menu, choose Control Panel -> Device and Printers-->Add printer-->Add a network, wireless,bluetooth printer-->The printer I want isn't listed-->Next-->Add a printer using TCP/IP address or hostname-->Next-->Device type select as Web services device-->Enter printer IP-->Next-->Follow the instructions and finish the installation.
5.Print a test page
Expected Result:
1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue. 
3.In wireshark capture,Subscribed packets should be seen for all supported events.
2. 1.Start the wireshark capture. 2.Open the 
network explorer page.
3.From the start menu, choose Control Panel -> 
Printers.
4.Choose the ?›ƒ?ª?Add Printer?›ƒ?ª‹¨« Wizard.
5.Select ?›ƒ?ª?Add a network, wireless or Bluetooth 
printer?›ƒ?ª‹¨«.
6.In the list of printers, select the printer to be 
installed. ( ""http://ipaddr:3911"" )
7.Complete the wizard to install the printer.
8.Print a test page.
Expected Result:
1. The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue.  
3.In wireshark capture,Subscribed packets should be seen for all supported events.
3. 1.Start the wireshark capture.  
2.Open the network explorer page.
3.Refresh the list by pressing the ?›ƒ?ª?F5?›ƒ?ª‹¨« key.
4.Choose the printer to install, right click and select install.
5.Proceed through the installation wizard and select the right driver if prompted to.
6.Print a test page.
Expected Result:
1. The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job should be removed from the print queue.
3.In wireshark capture,Subscribed packets should be seen for all supported events.
4. 1.Start the wireshark capture.
2.Open the network explorer page.
3.From the start menu, choose Control Panel -> Printers.
Choose the ?›ƒ?ª?Add Printer?›ƒ?ª‹¨« Wizard.
4.Select ?›ƒ?ª?Add a local printer?›ƒ?ª‹¨«, click on next.
5.Select ?›ƒ?ª?Create a new port?›ƒ?ª‹¨«, and from the drop down choose ?›ƒ?ª?Standard TCP/IP Port?›ƒ?ª‹¨«. 
6.In next page choose the device type as ?›ƒ?ª?Web Services Device?›ƒ?ª‹¨« from the drop down.
7.Enter the Ip address and complete the installation process
8.Print a test page.
Expected Result:
1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue.
3.In wireshark capture,Subscribed packets should be seen for all supported events.
5. 1.Start the wireshark capture.
2.Open the network explorer page.
3.From the start menu, choose Control Panel -> Printers.
Choose the ?›ƒ?ª?Add Printer?›ƒ?ª‹¨« Wizard.
4.Select ?›ƒ?ª?Add a local printer?›ƒ?ª‹¨«, click on next.
5.Select ?›ƒ?ª?Create a new port?›ƒ?ª‹¨«, and from the drop down choose ?›ƒ?ª?Standard TCP/IP Port?›ƒ?ª‹¨«. 
6.In next page choose the device type as ?›ƒ?ª?Web Services Device?›ƒ?ª‹¨« from the drop down.
7.Enter the printer hostname and complete the installation process
8.Print a test page.
Expected Result:
1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue.
3.In wireshark capture,Subscribed packets should be seen for all supported events.","OSV-FWQA, Dune-Ares2.0",Manual,,,Cannot be automated,,Wireshark,,
C51563506,verify the printing behaviour under different conditions.,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. All the jobs except the canceled job should be printed successfully and removed from the print queue.
1.On disconnecting the network, the job should stop printing.
2.On re-connecting,the job should be printed successfully and the job should be removed from the print queue.
1.On pausing the job,the job should  stop printing.
2.On un-pause,the job should be printed successfully and the job should be removed from the print queue.
1.Print Jobs from all the supported applications should get printed properly","1.Install the printer
2.Print 5 large jobs.  
3.Cancel one of the first 3 jobs at the printer and let the other jobs go through.


1.Install the printer.
2.Print a large print job, wait till the printer displays processing job, and then disconnect the network  at the printer. 
3.Reconnect the cable to the printer before the job timeout value.
1.Install the printer 
2.Print a large print job, wait till the printer displays processing job, and then pause the job in the print queue. 
3.Wait for a couple of minutes and then un-pause the printer or the print queue..
1.Install a printer.
2.Create different user application files like (.docx, .xls, .ppt, .jpeg, .bmp, .giff, .tiff, .txt).
3. Drag and drop different types of application files at a time in the printer spooler.
4.Fire a print.","OSV-FWQA, Dune-Ares2.0",Manual,,,Cannot be automated,,,cancelling job and discconecting network cable may cause jam,
C51563507,Verify the printing behaviour with Disabling and enabling of  WS-Print,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. 1.On disabling the WS-Print, in wireshark the user should see the Bye packet from the printer  and the Unsubscribe packets from the  client.  The test page should not be printed.
2.On enabling WS-Print, Hello packets should be seen and also Subscribed packets from client.The print job should be printed successfully.","1. 1.Start the wireshark capture.
2..Install the printer in client.
3.Print a test page, ensure that the page is printed and job removed from the print queue.
4.From EWS page or SNMP,disable WS-Print. 
5.Print a test page.
6.Wait for the print job to fail and then enable WS-Print on the printer.
Expected Result:
1.On disabling the WS-Print, in wireshark the user should see the Bye packet from the printer  and the Unsubscribe packets from the  client.  The test page should not be printed.
2.On enabling WS-Print, Hello packets should be seen and also Subscribed packets from client.The print job should be printed successfully.","OSV-FWQA, Dune-Ares2.0",Manual,,,Cannot be automated,,Wireshark,,
C51563509,004_Short Hose Break,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. The print jobs should print succesfully
No problems with the print server should show up.
The print jobs should print succesfully No problems with the print server should show up.","1. Add a printer and create a queue on host.
Break the cable.
Send print job.
Immediately reattach the cable(within < 30secs)
Send another print job.
Observe two jobs printed correctly.

Expected Result:
The print jobs should print succesfully 
No problems with the print server should show up.
Add a printer and create a queue on host. Break the cable. Send print job. Immediately reattach the cable(within < 90secs) Send another print job. Observe two jobs printed correctly.
Expected Result:
The print jobs should print succesfully
No problems with the print server should show up.","OSV-FWQA, Dune-Ares2.0",Manual,,Yes,Cannot be automated,,,,
C51563511,008_Pause print Active Job,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. Job is paused

Job is paused","1. Add a printer
Print a job
Pause active job

Expected Result:
Job is paused

Add a printer Print a job Pause Inactive job
Expected Result:
Job is paused","OSV-FWQA, Dune-Ares2.0",Manual,Yes,Yes,,,,,
C51563513,002_Multiple Jobs,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. Printer should print all the print jobs properly.

1. Printer should print all the print jobs properly.","1. Add a printer using WSD
Print multiple jobs 


Expected Result:
Printer should print all the print jobs properly.
verify with both IPv4 and Ipv6 address","OSV-FWQA, Dune-Ares2.0",Manual,Yes,Yes,,,,,
C51563514,003_Continuous Printing,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. Printer should print all the print jobs properly.
2. Printer should print all the print jobs properly.
3. Printer should print all the print jobs properly.","1. Add a printer
Print jobs continuously 
Expected Result:
Printer should print all the print jobs properly.
2. Add a printer
Fire a print job continuously for 1Hrs
Expected Result:
Printer should print all the print jobs properly.
3. Add a printer(if applicable)
Fire a print jobs continuously 
Expected Result:
Printer should print all the print jobs properly.","OSV-FWQA, Dune-Ares2.0",Manual,,,Cannot be automated,,,print job continuously for 1Hrs,
C51563515,006_Printer reboot after installation,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. Printer should print all the print jobs properly.

Printer should print all the print jobs properly.","1. Add a printer
Reboot printer
send Print jobs 
Expected Result:
Printer should print all the print jobs properly.


Add a printer give print reboot Expected Result: Printer should print all the print jobs properly after reboot","OSV-FWQA, Dune-Ares2.0",Manual,Yes,Yes,,,,Need to verify output,
C51563516,Verify  printer behavior when used more than 1 client.,,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. 1.Printer should not crash and all the print jobs should be printed successfully
2. 1.The jobs from client1 should be printed successfully.
2.The printer should be installed successfully in client2
3. 1.The printer should print the jobs successfully from client2 and should be cleared from the queue.
4. 1.Print Jobs from all the supported applications should get printed successfully from both the clients.
5. 1.The jobs from client1 should be printed successfully. 


2.The printer should be uninstalled successfully in client2","1. 1.Install PWG printer in 4 different clients.       
2.Send print jobs from all the clients simultaneously.
Expected Result:
1.Printer should not crash and all the print jobs should be printed successfully
2. 1.Install a PWG printer in client1.   
2.Send multiple jobs in client1.
3.During the printing process, install the printer in client2
Expected Result:
1.The jobs from client1 should be printed successfully.
2.The printer should be installed successfully in client2
3. 1.Install a PWG printer in client 1 and client 2.
2.Shutdown client 1
3.Send  print jobs from client 2.
Expected Result:
1.The printer should print the jobs successfully from client2 and should be cleared from the queue.
4. 1.Install PWG printer in 2 different clients.
2.Give print jobs from  different supported applications like .word,.xls,.ppt,.jiff,.bmp,.txt etc).
Expected Result:
1.Print Jobs from all the supported applications should get printed successfully from both the clients.
5. 1.Install a PWG printer in client1 and client2.
2.Send multiple jobs in client 1.
3.During the printing process, uninstall the printer in client2.
Expected Result:
1.The jobs from client1 should be printed successfully. 


2.The printer should be uninstalled successfully in client2",Dune-Ares2.0,Manual,,,Cannot be automated,,Multiple clients,,
C51563519,Verify that printer  installation is successful across subnets.,,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. 1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue. 
3.In wireshark capture,Subscribed packets should be seen for all supported events.","1. 1.Start the wireshark capture.
2.Open the network explorer page.
3.Connect client in one network(eg.192.168.3.x) and printer in different subnet(eg.10.60.3.x).  
4.From the start menu, choose Control Panel -> Device and Printers-->Add printer-->Add a network, wireless,bluetooth printer-->The printer I want isn't listed-->Next-->Add a printer using TCP/IP address or hostname-->Next--> Device type 
select as Web services device-->Enter printer IP-->Next-->Follow the instructions and finish the installation. 
5.Goto Printer properties->Select Advanced tab->Choose New Driver->Choose ""Microsoft"" from the Manufacturer list->Select ""Microsoft PWG Raster Class Driver"" from the Printer
Expected Result:
1.The printer should be installed and should be listed in the printer list. 
2.The test page should be printed successfully and the job removed from the print queue. 
3.In wireshark capture,Subscribed packets should be seen for all supported events.",Dune-Ares2.0,Manual,,,Cannot be automated,,Wireshark,,
C51563525,TestCase_3_Windows_WSPrint_with error condtions,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1.Printer should be installed successfully
2.No toner/Ink or UserIntervention needed message should be seen on the spooler,ews,and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
1.Printer should be installed successfully
2.Door open/UserIntervention needed message should be seen on the spooler,EWS and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
1.Printer should be installed successfully
2.Out of paper/UserIntervention needed message should be seen on the spooler,ews and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
1.Printer should be installed successfully
2.Paper jam/UserIntervention needed message should be seen on the spoole,EWS and UI
3.Print job should reach to the printer and error message should be seen
4.Print job should resume and job should get printed without any issue
	
1.Printer should be installed successfully
2.Incompatible cartridge error/UserIntervention needed message should be seen on the spoole,EWS and UI
	
3.Print job should reach to the printer and error message should be seen
	
4.Print job should resume and job should get printed without any issue","1.Install the WSPrint printer
2.Remove any one of the cartridge
3.Print any job
4.Insert cartridge
1.Install the WSPrint printer
2.Do a door open.
3.Print any job
4.Close the door
1.Install the WSPrint printer .
2.Open the input tray and send a print job.
3.Print any job
4.Close the tray
1.Install the WSPrint printer
2.Create a paper jam(by inserting a paper near the cartridge or inside the printer hardware) and send a print job.
3.Print any job
4.Claer the paper jam
1.Install driver using WSD
2.Insert incompatible cartridge into printer and close the door.
3.Print any job
4.Claer the Incompatible cartridge","OSV-FWQA, Dune-Ares2.0",Manual,,,Cannot be automated,,,Removing cartridge/opening&closing door events are present,
